전공,영역,학수번호,과목명,교수명,이수구분,학년,학점,강의시간/강의실
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102313,Communicative English(2) : R/W,John Breckenfeld,대학외국어,1,3,"화 10 금 5 6 (-)
(Tue 10 Fri 5 6 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102314,Communicative English(2) : R/W,John Breckenfeld,대학외국어,1,3,"화 7 목 9 10 (-)
(Tue 7 Thu 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102315,Communicative English(2) : R/W,"이고운
(Goun Lee)",대학외국어,1,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102316,Communicative English(2) : R/W,"조혜영
(Cho, Hyeyoung)",대학외국어,1,3,"화 8 목 7 8 (-)
(Tue 8 Thu 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102317,Communicative English(2) : R/W,"조혜영
(Cho, Hyeyoung)",대학외국어,1,3,"화 9 금 7 8 (-)
(Tue 9 Fri 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102318,Communicative English(2) : R/W,"조혜영
(Cho, Hyeyoung)",대학외국어,1,3,"화 10 금 5 6 (-)
(Tue 10 Fri 5 6 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102319,Communicative English(2) : R/W,"조혜영
(Cho, Hyeyoung)",대학외국어,1,3,"화 7 목 9 10 (-)
(Tue 7 Thu 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102320,Communicative English(2) : R/W,"조혜영
(Cho, Hyeyoung)",대학외국어,1,3,"화 6 금 9 10 (-)
(Tue 6 Fri 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102321,Communicative English(2) : R/W,Chris Kobylinski,대학외국어,1,3,"화 7 (-) 목 9 10 (-)
(Tue 7 (-) Thu 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102322,Communicative English(2) : R/W,Chris Kobylinski,대학외국어,1,3,"화 8 (-) 목 7 8 (-)
(Tue 8 (-) Thu 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102323,Communicative English(2) : R/W,Chris Kobylinski,대학외국어,1,3,"화 9 금 7 8 (-)
(Tue 9 Fri 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102324,Communicative English(2) : R/W,Chris Kobylinski,대학외국어,1,3,"화 10 금 5 6 (-)
(Tue 10 Fri 5 6 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102325,Communicative English(2) : R/W,"Scott Haven
(Scott VanDeursen Haven)",대학외국어,1,3,"월 7 수 9 10 (-)
(Mon 7 Wed 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102326,Communicative English(2) : R/W,"Scott Haven
(Scott VanDeursen Haven)",대학외국어,1,3,"월 8 수 7 8 (-)
(Mon 8 Wed 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102327,Communicative English(2) : R/W,"Scott Haven
(Scott VanDeursen Haven)",대학외국어,1,3,"월 9 금 1 2 (-)
(Mon 9 Fri 1 2 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102328,Communicative English(2) : R/W,"Scott Haven
(Scott VanDeursen Haven)",대학외국어,1,3,"월 10 금 3 4 (-)
(Mon 10 Fri 3 4 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102329,Communicative English(2) : R/W,Ji Won Lee,대학외국어,1,3,"월 7 수 9 10 (-)
(Mon 7 Wed 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102330,Communicative English(2) : R/W,Ji Won Lee,대학외국어,1,3,"월 8 수 7 8 (-)
(Mon 8 Wed 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102331,Communicative English(2) : R/W,Ji Won Lee,대학외국어,1,3,"월 9 (-) 금 1 2 (-)
(Mon 9 (-) Fri 1 2 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102332,Communicative English(2) : R/W,Ji Won Lee,대학외국어,1,3,"월 10 (-) 금 3 4 (-)
(Mon 10 (-) Fri 3 4 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102333,Communicative English(2) : R/W,Anselm Sanghoon Lee,대학외국어,1,3,"화 8 목 7 8 (-)
(Tue 8 Thu 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102334,Communicative English(2) : R/W,Anselm Sanghoon Lee,대학외국어,1,3,"월 10 (-) 금 3 4 (-)
(Mon 10 (-) Fri 3 4 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102335,Communicative English(2) : R/W,Anselm Sanghoon Lee,대학외국어,1,3,"월 9 (-) 금 1 2 (-)
(Mon 9 (-) Fri 1 2 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102336,Communicative English(2) : R/W,Anselm Sanghoon Lee,대학외국어,1,3,"화 7 목 9 10 (-)
(Tue 7 Thu 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102337,Communicative English(2) : R/W,Todd Robert Hull,대학외국어,1,3,"화 8 목 7 8 (-)
(Tue 8 Thu 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102338,Communicative English(2) : R/W,Todd Robert Hull,대학외국어,1,3,"화 9 금 7 8 (-)
(Tue 9 Fri 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102339,Communicative English(2) : R/W,Todd Robert Hull,대학외국어,1,3,"화 10 금 5 6 (-)
(Tue 10 Fri 5 6 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102340,Communicative English(2) : R/W,Todd Robert Hull,대학외국어,1,3,"화 7 목 9 10 (-)
(Tue 7 Thu 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102341,Communicative English(2) : R/W,Todd Robert Hull,대학외국어,1,3,"월 7 수 9 10 (-)
(Mon 7 Wed 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102342,Communicative English(2) : R/W,Todd Robert Hull,대학외국어,1,3,"월 8 수 7 8 (-)
(Mon 8 Wed 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102343,Communicative English(2) : R/W,"이정은
(Lee Jung-Eun )",대학외국어,1,3,"월 9 (-) 금 1 2 (-)
(Mon 9 (-) Fri 1 2 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102344,Communicative English(2) : R/W,"홍승연
(Seungyeun Hong)",대학외국어,1,3,"월 10 금 3 4 (-)
(Mon 10 Fri 3 4 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102345,Communicative English(2) : R/W,"선영화
(Sun, Young-Hwa)",대학외국어,1,3,"금 1 3 4 (-)
(Fri 1 3 4 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102346,Communicative English(2) : R/W,"이고운
(Goun Lee)",대학외국어,1,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102347,Communicative English(2) : R/W,"김인성
(Inseong Kim)",대학외국어,1,3,"수 7 8 (-) 금 2 (-)
(Wed 7 8 (-) Fri 2 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13102348,Communicative English(2) : R/W,"이고운
(Goun Lee)",대학외국어,1,3,"월 8 (-) 금 1 2 (-)
(Mon 8 (-) Fri 1 2 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13108201,"교양노어2
(Communicative Russian 2)","손현익
(Son Hyunik)",대학외국어,1,3,"월 9 수 9 10 (-)
(Mon 9 Wed 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13106201,"교양독일어2
(Communicative German 2)",(-),대학외국어,1,3,"월 9 10 목 9 (-)
(Mon 9 10 Thu 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13106202,"교양독일어2
(Communicative German 2)","김동조
(김동조(Kim Dongjo))",대학외국어,1,3,"수 11 금 10 11 (-)
(Wed 11 Fri 10 11 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13122201,"교양말레이.인도네시아어2
(Communicative Malay-Indonesian 2)",(-),대학외국어,1,3,()
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13124201,"교양베트남어2
(Communicative Vietnamese 2)",Nguyen Thien Nam,대학외국어,1,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13128201,"교양스와힐리어2
(Communicative Swahili 2)",(-),대학외국어,1,3,()
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13110201,"교양스페인어2
(Communicative Spanish 2)","변선희
(Byun Sun Hee)",대학외국어,1,3,"수 9 10 목 10 (-)
(Wed 9 10 Thu 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13110202,"교양스페인어2
(Communicative Spanish 2)","임주인
(Juin Lim)",대학외국어,1,3,"월 9 10 (-) 목 9 (-)
(Mon 9 10 (-) Thu 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13110203,"교양스페인어2
(Communicative Spanish 2)",(-),대학외국어,1,3,"화 9 10 금 9 (-)
(Tue 9 10 Fri 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13110204,"교양스페인어2
(Communicative Spanish 2)",(-),대학외국어,1,3,"화 9 10 목 9 (-)
(Tue 9 10 Thu 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13110205,"교양스페인어2
(Communicative Spanish 2)","구효진
(KOO HYO JIN)",대학외국어,1,3,"월 9 10 목 10 (-)
(Mon 9 10 Thu 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13110206,"교양스페인어2
(Communicative Spanish 2)","구효진
(KOO HYO JIN)",대학외국어,1,3,"목 9 10 금 9 (-)
(Thu 9 10 Fri 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13120201,"교양아랍어2
(Communicative Arabic 2)","이동은
(Lee Dong Eun)",대학외국어,1,3,"목 9 10 11 (-)
(Thu 9 10 11 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13112201,"교양이탈리아어2
(Communicative Italian 2)","조성윤
(CHO SUNG YUN)",대학외국어,1,3,"화 2 (-) 금 7 8 (-)
(Tue 2 (-) Fri 7 8 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13118201,"교양일본어2
(Communicative Japanese 2)","강운경
(kangwoonkyung)",대학외국어,1,3,"화 9 10 금 7 (-)
(Tue 9 10 Fri 7 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13118202,"교양일본어2
(Communicative Japanese 2)","최현필
(CHOI Hyunpil)",대학외국어,1,3,"목 9 10 금 7 (-)
(Thu 9 10 Fri 7 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13118203,"교양일본어2
(Communicative Japanese 2)","강소영
(Kang So-Young)",대학외국어,1,3,"월 9 10 (-) 금 7 (-)
(Mon 9 10 (-) Fri 7 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13118204,"교양일본어2
(Communicative Japanese 2)","최주리
(CHOIJURI)",대학외국어,1,3,"화 9 10 수 9 (-)
(Tue 9 10 Wed 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13116201,"교양중국어2
(Communicative Chinese 2)",ZHAO JINGJING,대학외국어,1,3,"화 9 10 (-) 목 9 (-)
(Tue 9 10 (-) Thu 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13116202,"교양중국어2
(Communicative Chinese 2)",CUI XIANGLAN,대학외국어,1,3,"월 9 10 목 9 (-)
(Mon 9 10 Thu 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13116203,"교양중국어2
(Communicative Chinese 2)","김매
(KIM MAE)",대학외국어,1,3,"화 1 2 (-) 화 10 (-)
(Tue 1 2 (-) Tue 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13114201,"교양포르투갈어2
(Communicative Portuguese 2)","정재민
(-)",대학외국어,1,3,"화 10 (-) 목 9 10 (-)
(Tue 10 (-) Thu 9 10 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13104201,"교양프랑스어2
(Communicative French 2)","임계영
(-)",대학외국어,1,3,"화 9 10 목 9 (-)
(Tue 9 10 Thu 9 (-))"
Practical foreign language/Liberal arts,"                                 대학외국어(서울) 
                            ",Y13104202,"교양프랑스어2
(Communicative French 2)","김유정
(Yoojoung Kim)",대학외국어,1,3,"월 9 (-) 금 9 10 (-)
(Mon 9 (-) Fri 9 10 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102501,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","김경희
(KIM KYOUNG HEE)",미네르바인문,,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102502,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","김경희
(KIM KYOUNG HEE)",미네르바인문,,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102503,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","김경희
(KIM KYOUNG HEE)",미네르바인문,,3,"수 4 5 6 (-)
(Wed 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102504,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","김경희
(KIM KYOUNG HEE)",미네르바인문,,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102505,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","윤대식
(Youn, Dae Shik)",미네르바인문,,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102506,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","윤대식
(Youn, Dae Shik)",미네르바인문,,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102507,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","윤대식
(Youn, Dae Shik)",미네르바인문,,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102508,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","박미령
(Mee Ryoung Park)",미네르바인문,,3,"금 1 2 3 (-)
(Fri 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102509,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","강태규
(Kang Tae Kyoo)",미네르바인문,,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102510,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","강태규
(Kang Tae Kyoo)",미네르바인문,,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102511,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","오충환
(Oh ChungHwan)",미네르바인문,,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102512,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","박미령
(Mee Ryoung Park)",미네르바인문,,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102513,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","박미령
(Mee Ryoung Park)",미네르바인문,,3,"화 4 5 6 (-)
(Tue 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102514,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","장영란
(Chang, Young Ran)",미네르바인문,,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102515,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","장영란
(Chang, Young Ran)",미네르바인문,,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102516,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","장영란
(Chang, Young Ran)",미네르바인문,,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102517,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","장영란
(Chang, Young Ran)",미네르바인문,,3,"화 4 5 6 (-)
(Tue 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102518,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","이경화
(LEE, KYUNGHWA)",미네르바인문,,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102519,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","이경화
(LEE, KYUNGHWA)",미네르바인문,,3,"목 4 5 6 (-)
(Thu 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102520,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)",(-),미네르바인문,,3,"금 1 2 3 (-)
(Fri 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102521,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)",(-),미네르바인문,,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102522,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","오충환
(Oh ChungHwan)",미네르바인문,,3,"금 1 2 3 (-)
(Fri 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102523,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","오충환
(Oh ChungHwan)",미네르바인문,,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102524,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","변군혁
(Byun, Koonhyuk)",미네르바인문,,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102525,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","변군혁
(Byun, Koonhyuk)",미네르바인문,,3,"목 7 8 9 (-)
(Thu 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102526,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","변군혁
(Byun, Koonhyuk)",미네르바인문,,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102527,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","변군혁
(Byun, Koonhyuk)",미네르바인문,,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102528,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","고경희(H)
(Koh, Kyoung-Hee)",미네르바인문,,3,"금 4 5 6 (-)
(Fri 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102529,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","고경희(H)
(Koh, Kyoung-Hee)",미네르바인문,,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102530,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","정현경
(Jeong, Hyunkyung)",미네르바인문,,3,"금 4 5 6 (-)
(Fri 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102531,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","정현경
(Jeong, Hyunkyung)",미네르바인문,,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102532,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","박영기
(Park, Young Gi)",미네르바인문,,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102533,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","이규철
(Lee Gyu Chul)",미네르바인문,,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102534,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","홍종열
(Hong Jong Youl)",미네르바인문,,3,"수 4 5 6 (-)
(Wed 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102535,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","홍종열
(Hong Jong Youl)",미네르바인문,,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102536,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","홍종열
(Hong Jong Youl)",미네르바인문,,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102537,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","홍종열
(Hong Jong Youl)",미네르바인문,,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102538,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","서광열
(Seo Kwang Yul)",미네르바인문,,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102539,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","이규철
(Lee Gyu Chul)",미네르바인문,,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102540,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","서광열
(Seo Kwang Yul)",미네르바인문,,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102541,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","김세원
(Kim SeWon)",미네르바인문,,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102542,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","이세진
(Lee Se Jin)",미네르바인문,,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102543,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","이세진
(Lee Se Jin)",미네르바인문,,3,"화 4 5 6 (-)
(Tue 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102544,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","정진규
(Jeong, Jinkyu)",미네르바인문,,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102545,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","정진규
(Jeong, Jinkyu)",미네르바인문,,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102546,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","고경희(H)
(Koh, Kyoung-Hee)",미네르바인문,,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102547,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","김세원
(Kim SeWon)",미네르바인문,,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102548,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","윤대식
(Youn, Dae Shik)",미네르바인문,,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102549,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","오성숙
(OH SUNG SOOK)",미네르바인문,,3,"금 4 5 6 (-)
(Fri 4 5 6 (-))"
Practical foreign language/Liberal arts,"                                 미네르바인문(서울) 
                            ",Y12102550,"미네르바인문(2)읽기와토의.토론
(Minerva Humanities Reading and Discussion & Debate)","오성숙
(OH SUNG SOOK)",미네르바인문,,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
